Adj Close,Ticker,RSI
2962.25,WPM.L,21.21356280214239
22.690000534057617,GOLD,21.513657385938004
2585.0,EXPN.L,23.601501284455793
125.80000305175781,TRIG.L,24.514291118908815
99.75,INDV.L,24.828062825723094
3375.0,AVV.L,25.29982657397686
873.7999877929688,NG.L,25.50866986056795
139.1999969482422,PHP.L,25.677998485498748
1500.0,DATA.L,26.683997808467595
102.0,CSH.L,28.350240105367135
5502.0,ITRK.L,29.759313854637384
963.7999877929688,PNN.L,30.218488090846165
2058.0,DPLM.L,30.291286601934942
241.5,SYNC.L,30.452623137389367
1184.0,DNLM.L,30.491311628355277
762.0,SAFE.L,30.522800407933147
1680.0,FUTR.L,30.591626221824896
216.77999877929688,DHR,30.960216828605255
1053.0,HSV.L,31.027046287168375
7.110000133514404,KGC,31.133116547400718
490.79998779296875,RTO.L,31.39453498963165
564.0,SNN.L,31.49641702316812
2220.0,HLMA.L,31.646042726189137
73.0,AGR.L,31.826492596346682
270.8999938964844,KGF.L,32.36290851029163
921.0,YOU.L,32.401984823418715
2388.0,SVT.L,32.549513640789556
150.1999969482422,HTWS.L,32.59409666092829
129.8000030517578,UKW.L,33.05100547810882
7770.0,AZN.L,33.390883831664695
114.5,JLEN.L,33.78526314212104
3404.0,CWK.L,33.85451829945853
10850.0,SPX.L,34.98220491763155
33.599998474121094,BSX,35.201680623126634
102.0,FSFL.L,35.46338397851787
1587.0,POLY.L,35.80684979748072
733.2000122070312,JD.L,35.863872883454405
1112.0,HFG.L,36.079282995426865
2316.0,BNZL.L,36.468165366558516
248.39999389648438,MONY.L,36.68249453908524
1454.0,RAT.L,37.0666175105956
405.0,AJB.L,37.439653706331676
7920.0,JET.L,37.4520257941584
111.30000305175781,CEY.L,37.64331495175
609.7999877929688,SGE.L,38.1000924681048
87.5999984741211,PFD.L,38.12672356770417
799.0,GBG.L,38.22537076196964
92.5,TALK.L,38.283496094826035
6516.0,RB.L,38.4431192986325
105.08000183105469,AZNCF,38.578526000096325
280.6000061035156,GRI.L,38.83338802188447
52.61000061035156,AZN,39.31708671997761
1433.5,HL.L,39.40682704284691
70.0999984741211,UKCM.L,39.407667049442736
5950.0,CRDA.L,40.218619142117085
112.70999908447266,NSRGY,40.58604382063275
9580.0,GAW.L,40.61826823584464
7920.0,LSE.L,40.63179339843352
212.8000030517578,HOC.L,40.658969857943035
255.0,CHG.L,40.98250438272583
482.5,IHP.L,41.05848957824095
295.5,HGT.L,41.15676592017094
138.61000061035156,PG,41.23485983316834
453.3999938964844,TMO,41.304014735694324
228.5,PZC.L,41.36222935688412
446.0,JHD.L,41.38110658543203
220.8000030517578,LMP.L,41.45700981049496
30.510000228881836,CHL,41.49008307441613
607.2000122070312,THG.L,41.60261607602578
623.5999755859375,HWDN.L,41.89029308042678
2249.0,JMAT.L,41.927818544234135
2212.0,CCC.L,42.01518610820779
20.25,RKT,42.08202130197403
107.62000274658203,ABT,42.136540833413065
247.1999969482422,JUP.L,42.261032973286795
1439.0,PRSM.L,42.73169014015694
116.0,LXI.L,42.94519311991969
294.79998779296875,MDC.L,43.13831310107185
113.25,NSRGF,43.27995573687837
239.10000610351562,SIG.L,43.311557485190335
54.2400016784668,MAS,43.32295644271844
2218.0,OCDO.L,43.32447535890257
359.5,AO.L,43.394623999758565
4472.0,ASC.L,43.664334040982666
270.0,BRW.L,43.81469617394521
207.0,CLI.L,43.9061240650125
247.6300048828125,CRM,44.110954571546905
154.6699981689453,LOW,44.18880288153631
1112.0,FRES.L,44.352161396852615
901.4000244140625,SGRO.L,44.625639696512295
639.0,TATE.L,44.67596117755684
224.80999755859375,AMGN,45.17223696100547
1019.5,STJ.L,45.19067058577568
624.0,RMV.L,45.45829453612413
988.5,UTG.L,45.710569751281724
1204.0,KNOS.L,45.82420762401892
161.0,BBOX.L,45.96904278788894
1610.0,GAMA.L,46.19351766448876
1467.5,SMIN.L,46.23349186773509
927.0,SVS.L,46.31431503459443
805.5,BVIC.L,46.38483821533458
705.0,MSLH.L,46.400784380368535
3324.0,DPH.L,46.5191004856938
144.0,JNJ,46.52380575208619
263.5,SPT.L,46.75570731557194
802.0,NCYT.L,46.801614338155545
299.6000061035156,HGM.L,46.86359579956342
458.0,HCM.L,46.90095050578731
41.72999954223633,RHHBY,47.01952595448301
1040.0,FDM.L,47.03058242907468
723.0,BOY.L,47.309901450531974
119.25,SAP,47.3627670061995
1146.0,SCT.L,47.44810905887469
2677.0,BATS.L,47.458201519373596
647.5999755859375,GPOR.L,47.72043258793788
41.7400016784668,EXC,47.7541771935977
2847.0,ADM.L,47.804800955055626
302.3999938964844,ROR.L,47.92108828608115
